Grain_Type,Temperature,Humidity,Storage_Days,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall,Spoilage_Class,Hours_To_Spoilage
Barley,19.59,72.01,373,0.411,14.4,37.6,0.118,12.04,2.4,1,181
Wheat,24.77,66.35,229,0.243,18.06,184.3,0.339,12.45,8.5,1,200
Barley,8.38,54.57,153,0.678,-0.24,24.5,0.135,9.98,0.5,0,529
Barley,22.95,79.2,204,0.138,19.15,49.2,0.323,14.3,8.1,1,66
Wheat,11.9,72.55,423,0.228,7.12,112.5,0.196,14.32,1.0,1,101
Sorghum,18.54,73.06,81,0.875,13.62,41.4,0.047,10.58,1.7,0,390
Wheat,28.9,76.01,310,0.131,24.23,159.6,0.475,13.49,4.3,2,17
Wheat,10.03,58.4,178,0.723,2.24,5.2,0.024,12.59,1.3,0,525
Wheat,4.16,60.51,16,0.517,-2.79,3.1,0.071,6.74,2.2,0,575
Maize,16.56,67.81,199,0.344,10.59,149.2,0.474,14.81,5.9,1,191
Wheat,32.31,79.94,428,0.167,28.39,289.6,0.715,18.88,6.1,2,6
Wheat,24.66,73.98,163,0.497,19.7,135.7,0.217,14.56,8.3,1,156
Sorghum,17.06,66.75,143,0.343,10.83,38.2,0.126,10.47,0.4,0,552
Sorghum,26.45,79.13,324,0.5,22.53,84.6,0.31,14.24,7.2,2,61
Barley,10.57,48.54,29,0.855,0.17,22.6,0.015,12.25,2.8,0,537
Rice,18.85,53.77,118,0.521,9.27,12.3,0.028,12.9,0.8,0,498
Barley,28.82,78.79,658,0.03,24.76,33.8,0.731,13.61,24.4,2,18
Rice,32.92,70.91,284,0.436,26.92,21.3,0.427,15.95,1.5,1,39
Wheat,15.96,69.23,178,0.347,10.32,95.7,0.315,15.92,3.7,1,248
Wheat,10.68,36.17,173,0.785,-3.72,8.8,0.143,12.18,2.3,0,511
Rice,21.99,58.19,44,0.931,13.39,2.0,0.047,12.84,3.0,0,536
Rice,32.5,75.43,327,0.5,27.58,12.0,0.177,15.3,8.9,1,58
Sorghum,21.19,46.4,243,0.586,9.23,18.9,0.051,8.0,0.2,0,485
Rice,40.27,91.22,351,0.03,38.55,287.4,0.542,20.59,6.9,2,1
Sorghum,19.13,71.13,11,0.567,13.77,13.8,0.062,8.96,0.2,0,394
Maize,35.31,95.24,501,0.053,34.43,56.2,0.468,19.18,5.2,2,2
Wheat,33.31,78.82,730,0.033,29.12,21.8,0.505,19.89,16.8,2,6
Maize,28.63,67.77,186,0.413,22.07,100.2,0.347,13.33,1.7,1,83
Rice,31.73,76.84,129,0.117,27.15,152.7,0.211,14.21,5.0,1,67
Sorghum,16.28,52.76,86,0.476,6.61,5.6,0.002,11.83,0.2,0,516
Sorghum,20.97,71.88,385,0.2,15.7,94.4,0.323,13.38,6.2,1,64
Maize,32.67,79.09,387,0.068,28.56,43.9,0.391,23.27,27.5,2,5
Rice,31.24,75.02,236,0.353,26.27,144.1,0.302,16.83,3.7,1,31
Maize,34.66,81.82,297,0.185,31.08,116.4,0.811,19.14,7.8,2,6
Rice,41.58,87.23,225,0.006,39.01,83.8,0.678,23.32,23.5,2,1
Wheat,30.78,82.18,601,0.155,27.38,215.6,0.393,19.02,11.4,2,4
Wheat,8.84,40.86,170,0.85,-3.74,4.6,0.122,10.75,2.2,0,522
Wheat,15.34,66.37,153,0.217,9.1,102.9,0.389,12.13,8.1,1,256
Wheat,22.11,72.87,181,0.463,17.01,25.6,0.372,15.78,9.3,1,87
Sorghum,34.57,80.62,523,0.157,30.73,33.8,0.216,14.37,3.2,2,14
Rice,17.88,51.48,41,0.802,7.73,25.8,0.116,11.57,2.3,0,532
Sorghum,26.36,72.92,41,0.98,21.1,29.9,0.074,11.57,2.8,1,281
Rice,37.04,87.63,272,0.126,34.63,286.1,0.471,20.16,21.3,2,1
Rice,28.44,68.65,117,0.488,22.1,111.5,0.132,16.1,1.3,1,201
Wheat,25.98,71.7,471,0.449,20.46,26.0,0.341,14.23,7.2,1,72
Rice,23.88,61.79,101,0.564,16.09,40.2,0.105,10.66,1.1,0,530
Rice,18.28,56.66,38,0.525,9.52,48.4,0.048,11.51,1.3,0,503
Maize,41.41,84.11,259,0.078,38.16,183.4,0.971,21.92,27.9,2,2
Maize,32.81,84.29,182,0.0,29.8,69.1,0.846,24.69,24.1,2,3
Wheat,8.89,49.8,133,0.44,-1.02,40.4,0.116,11.19,0.3,0,543
Sorghum,34.82,78.02,469,0.038,30.4,37.0,0.819,13.48,25.6,2,13
Sorghum,34.97,73.98,682,0.172,29.62,22.1,0.494,17.02,24.6,2,10
Rice,37.32,83.18,253,0.099,33.97,175.1,0.469,22.14,6.1,2,2
Rice,23.99,67.93,7,0.534,17.69,19.6,0.097,10.9,1.1,0,559
Barley,24.16,70.98,405,0.258,18.56,194.1,0.129,14.0,9.4,1,102
Wheat,18.31,74.58,501,0.439,13.71,85.1,0.364,15.63,2.9,1,64
Sorghum,18.41,44.43,42,0.534,6.07,37.0,0.005,11.26,1.2,0,533
Sorghum,17.72,53.88,200,0.914,8.26,14.9,0.01,9.52,3.0,0,421
Sorghum,34.59,82.24,289,0.427,31.1,87.4,0.455,13.51,9.8,1,29
Barley,29.51,72.47,292,0.24,24.02,154.0,0.472,16.11,7.9,2,23
Rice,15.21,62.73,7,0.561,8.15,25.1,0.02,12.06,1.7,0,508
Wheat,32.59,76.42,412,0.089,27.89,121.9,0.928,18.43,26.0,2,6
Rice,29.12,73.68,289,0.422,23.93,108.6,0.408,14.31,5.6,1,114
Wheat,11.47,69.63,161,0.436,6.11,31.3,0.115,12.25,2.1,0,523
Barley,14.69,79.88,171,0.141,11.25,137.8,0.23,13.19,9.5,1,121
Barley,9.13,68.57,71,0.634,3.65,33.7,0.008,9.48,0.8,0,522
Maize,36.88,83.47,475,0.138,33.6,164.4,0.652,20.47,7.4,2,1
Barley,8.72,52.29,128,0.89,-0.51,5.3,0.053,10.25,1.4,0,526
Wheat,9.12,48.58,165,0.555,-1.15,30.2,0.118,8.92,2.5,0,579
Rice,19.46,36.49,100,0.584,4.18,17.8,0.146,11.05,2.1,0,529
Barley,15.43,68.63,387,0.116,9.69,185.7,0.485,13.89,2.2,1,70
Wheat,9.37,44.69,22,0.977,-2.05,20.1,0.09,12.59,2.9,0,595
Sorghum,22.8,55.81,195,0.873,13.5,5.4,0.11,10.72,1.6,0,444
Sorghum,37.87,81.13,518,0.037,34.06,38.0,0.483,17.73,25.1,2,4
Sorghum,13.74,48.18,203,0.792,2.98,3.2,0.115,12.1,0.6,0,496
Maize,7.97,50.88,108,0.966,-1.58,21.1,0.076,12.75,2.9,0,506
Maize,21.97,67.61,143,0.354,15.7,96.1,0.332,12.08,5.4,1,252
Maize,15.91,60.59,105,0.394,8.3,43.6,0.021,10.52,1.1,0,531
Sorghum,37.8,77.29,444,0.183,33.12,105.6,0.517,15.81,15.7,2,7
Rice,23.52,60.79,121,0.997,15.5,32.2,0.004,10.19,1.1,0,569
Barley,17.57,77.86,214,0.165,13.66,157.1,0.108,14.24,4.0,1,93
Sorghum,18.39,47.99,194,0.518,7.17,18.0,0.123,11.01,0.5,0,459
Rice,29.49,72.5,305,0.26,24.01,88.6,0.364,15.68,5.7,1,87
Barley,6.23,48.81,138,0.449,-3.74,49.8,0.022,10.89,1.2,0,507
Maize,32.71,85.46,373,0.098,29.94,159.8,0.789,19.61,17.0,2,2
Sorghum,21.29,50.18,69,0.732,10.49,8.4,0.141,12.06,0.1,0,570
Sorghum,32.57,79.31,229,0.398,28.51,126.7,0.319,12.86,6.4,1,42
Wheat,23.33,69.64,185,0.396,17.46,20.2,0.205,14.96,7.0,1,164
Sorghum,38.86,81.36,426,0.04,35.07,36.0,0.821,17.71,24.7,2,3
Barley,24.61,76.0,632,0.175,20.09,183.0,0.644,19.55,7.9,2,13
Wheat,34.54,80.97,564,0.04,30.78,22.1,0.485,15.6,21.4,2,8
Maize,34.39,94.99,428,0.116,33.47,66.4,0.643,20.43,20.0,2,1
Barley,23.43,73.77,632,0.051,18.47,24.8,0.858,19.42,20.2,2,14
Barley,24.08,76.81,191,0.347,19.75,99.3,0.382,11.29,6.7,1,130
Rice,22.33,55.23,30,0.777,12.91,24.5,0.114,11.41,1.3,0,526
Maize,17.94,77.59,113,0.272,13.96,165.2,0.294,12.44,3.1,1,253
Maize,21.72,67.51,120,0.2,15.43,108.1,0.499,15.04,9.6,1,124
Rice,35.74,76.41,157,0.255,30.93,122.6,0.369,16.2,4.2,1,13
Rice,18.52,58.07,23,0.546,10.11,14.2,0.046,15.08,3.0,0,505
Barley,24.16,76.56,445,0.344,19.77,185.9,0.237,14.78,0.1,2,96
Maize,18.43,68.81,278,0.149,12.59,60.0,0.463,17.0,7.0,1,77
Wheat,36.86,77.43,710,0.054,32.24,27.3,0.527,20.04,19.7,2,2
Maize,11.02,68.31,48,0.825,5.41,34.3,0.007,10.56,0.1,0,536
Maize,7.46,40.12,74,0.581,-5.22,25.3,0.116,12.47,2.0,0,574
Barley,14.89,56.44,43,0.729,6.3,3.1,0.017,10.16,1.6,0,531
Barley,6.54,50.52,161,0.779,-2.99,4.0,0.002,8.13,1.0,0,515
Maize,8.96,55.53,19,0.835,0.54,48.0,0.15,13.05,0.8,0,521
Rice,35.51,82.36,502,0.156,32.03,164.5,0.98,21.91,7.7,2,2
Sorghum,23.31,70.07,282,0.16,17.54,176.0,0.287,13.36,0.8,1,101
Barley,27.72,84.89,483,0.128,24.94,290.0,0.994,17.07,25.1,2,12
Sorghum,32.63,70.03,523,0.246,26.43,64.4,0.488,13.66,6.5,1,36
Sorghum,32.74,73.63,446,0.373,27.39,15.4,0.361,12.32,2.0,1,33
Sorghum,27.05,80.23,460,0.222,23.34,140.7,0.445,15.04,7.1,2,19
Sorghum,19.76,47.87,73,0.749,8.39,26.1,0.149,7.57,0.2,0,560
Maize,13.38,75.49,217,0.412,9.14,61.0,0.253,15.26,6.7,1,219
Barley,17.56,68.99,221,0.11,11.8,125.1,0.468,14.11,8.1,1,82
Wheat,14.73,52.81,151,0.514,5.19,20.9,0.081,10.97,1.0,0,504
Rice,36.92,90.68,442,0.01,35.13,107.6,0.509,16.42,12.6,2,3
Rice,21.12,66.25,88,0.548,14.57,18.5,0.014,12.04,0.7,0,570
Sorghum,39.6,81.65,423,0.197,35.85,92.7,0.888,16.3,19.5,2,3
Sorghum,26.61,70.09,344,0.11,20.7,23.7,0.272,13.43,3.9,1,81
Barley,22.8,81.34,194,0.269,19.43,131.7,0.285,11.62,6.6,1,81
Sorghum,17.61,33.16,231,0.47,1.21,44.6,0.097,9.17,2.1,0,452
Sorghum,38.47,83.24,637,0.158,35.1,130.2,0.942,15.33,16.6,2,6
Wheat,7.06,46.77,123,0.498,-3.55,41.1,0.123,10.52,1.2,0,505
Barley,20.86,79.15,187,0.157,17.11,86.4,0.457,15.69,2.0,2,29
Sorghum,18.68,60.67,239,0.814,10.92,44.3,0.11,12.86,1.3,0,338
Sorghum,29.02,69.03,275,0.359,22.75,116.2,0.4,13.13,0.1,1,161
Wheat,33.35,83.05,395,0.112,30.07,255.4,0.449,18.24,19.7,2,5
Sorghum,38.89,75.46,521,0.004,33.74,234.4,0.749,15.57,7.9,2,8
Barley,26.94,65.6,449,0.153,19.94,16.2,0.491,15.75,0.6,2,36
Sorghum,41.98,76.59,724,0.008,36.99,55.4,0.619,18.78,13.9,2,4
Sorghum,24.89,75.5,288,0.233,20.25,62.2,0.11,13.41,1.0,1,127
Maize,21.06,81.45,92,0.332,17.76,172.5,0.405,14.92,8.0,1,67
Rice,37.91,85.97,492,0.075,35.14,226.8,0.877,19.32,17.7,2,2
Sorghum,36.88,78.95,690,0.197,32.61,245.7,0.572,19.11,26.9,2,4
Maize,32.83,82.0,375,0.107,29.34,294.5,0.932,19.27,15.0,2,5
Rice,24.76,55.09,119,0.718,15.12,13.9,0.053,11.6,1.3,0,580
Maize,23.42,79.83,225,0.214,19.73,54.9,0.14,13.35,6.1,1,111
Maize,35.12,95.79,514,0.088,34.34,111.0,0.467,18.77,24.7,2,2
Rice,30.81,70.19,172,0.466,24.73,36.6,0.281,17.99,2.6,1,56
Barley,8.91,69.59,176,0.38,3.65,0.6,0.065,9.95,0.9,0,535
Wheat,33.95,81.14,286,0.159,30.24,143.9,0.915,20.11,26.1,2,4
Rice,39.59,84.49,260,0.181,36.47,284.4,0.691,21.8,24.3,2,2
Sorghum,34.69,80.6,593,0.099,30.85,8.9,0.658,19.14,10.8,2,5
Sorghum,29.28,73.85,353,0.364,24.12,195.0,0.473,15.48,5.6,1,48
Barley,28.64,80.94,489,0.025,25.04,159.0,0.832,14.99,28.0,2,11
Barley,28.69,79.26,429,0.148,24.73,30.6,0.796,16.96,28.2,2,13
Maize,21.22,76.92,193,0.168,17.0,158.7,0.378,14.46,4.7,1,58
Barley,11.0,50.43,21,0.832,1.1,45.4,0.016,9.72,0.4,0,547
Maize,9.32,56.62,98,0.368,1.14,18.2,0.028,11.8,2.9,0,524
Barley,31.21,83.77,438,0.144,28.13,247.6,0.94,20.2,5.5,2,2
Wheat,6.33,56.21,39,0.555,-1.75,46.0,0.029,13.52,0.0,0,499
Sorghum,16.31,51.94,95,0.525,6.41,32.5,0.124,12.17,2.4,0,527
Barley,9.03,66.23,49,0.655,3.07,27.2,0.134,13.24,2.3,1,387
Barley,5.46,58.0,150,0.889,-2.14,15.3,0.061,9.84,1.5,0,538
Sorghum,39.72,79.57,712,0.187,35.5,2.4,0.391,16.67,25.4,2,5
Barley,3.87,43.23,85,0.635,-7.49,28.3,0.085,10.71,1.8,0,497
Wheat,36.37,74.1,730,0.184,30.99,6.9,0.615,16.41,22.9,2,6
Wheat,9.71,59.08,119,0.777,2.1,14.4,0.128,12.26,0.1,0,577
Maize,20.7,66.2,362,0.364,14.16,46.6,0.248,14.1,0.5,1,262
Maize,23.8,76.72,197,0.33,19.46,176.8,0.47,14.66,3.2,1,87
Maize,9.58,62.82,71,0.865,2.84,31.3,0.085,10.49,0.2,0,590
Maize,9.81,53.62,65,0.965,0.85,34.8,0.114,12.8,0.3,0,504
Wheat,5.2,67.64,29,0.625,-0.29,33.0,0.044,10.64,0.2,0,567
Barley,32.5,79.57,384,0.135,28.5,211.5,0.496,20.54,7.6,2,4
Rice,36.98,81.35,490,0.139,33.24,205.2,0.841,23.76,24.5,2,2
Rice,31.9,78.79,149,0.424,27.74,118.1,0.213,16.08,7.4,1,68
Maize,35.69,90.53,390,0.148,33.89,291.5,0.937,20.78,29.3,2,1
Barley,31.05,74.99,285,0.116,26.08,159.2,0.866,15.6,22.3,2,14
Wheat,6.53,45.78,81,0.901,-4.32,36.7,0.044,7.24,2.7,0,514
Rice,29.78,66.35,110,0.35,22.82,193.3,0.153,13.54,1.5,1,275
Sorghum,25.5,45.34,219,0.43,12.8,12.6,0.074,10.31,1.2,0,441
Barley,9.99,55.89,19,0.441,1.59,3.6,0.068,9.96,2.0,0,557
Barley,13.18,75.91,156,0.389,9.02,161.7,0.152,15.13,0.9,1,157
Sorghum,19.57,53.54,250,0.325,9.88,46.6,0.136,10.45,0.1,0,501
Barley,17.11,76.7,255,0.376,12.98,15.4,0.201,14.82,1.1,1,132
Sorghum,18.37,48.64,208,0.952,7.35,0.1,0.059,9.97,1.1,0,442
Wheat,14.57,59.14,40,0.92,6.68,35.8,0.095,11.25,0.4,0,543
Rice,25.24,57.49,99,0.4,16.24,29.0,0.14,11.33,0.3,0,550
Barley,12.51,45.69,151,0.885,1.11,49.4,0.098,9.24,2.6,0,547
Maize,10.22,63.89,97,0.512,3.69,22.7,0.035,10.13,2.7,0,516
Maize,13.36,48.83,7,0.97,2.82,18.1,0.059,11.88,0.9,0,581
Sorghum,39.33,82.72,730,0.003,35.83,258.3,0.565,15.25,5.7,2,5
Rice,39.65,86.3,298,0.093,36.92,5.9,0.475,25.52,22.6,2,2
Rice,42.32,80.38,357,0.14,38.21,284.2,0.742,22.27,6.5,2,2
Rice,30.03,75.74,336,0.453,25.26,106.5,0.358,17.36,2.6,1,26
Wheat,15.83,73.33,245,0.309,11.06,139.3,0.409,14.46,7.8,1,80
Barley,5.89,69.84,59,0.811,0.81,41.4,0.016,10.5,1.5,0,576
Rice,28.13,70.09,206,0.492,22.15,49.7,0.104,20.04,6.7,2,40
Wheat,3.28,63.37,124,0.992,-3.0,20.8,0.089,10.18,1.8,0,558
Sorghum,43.81,76.26,730,0.135,38.67,260.6,0.45,18.15,29.0,2,5
Sorghum,20.31,47.29,11,0.904,8.71,14.9,0.106,9.74,1.0,0,585
Maize,14.56,64.17,173,0.407,7.87,72.6,0.169,15.98,1.2,0,538
Barley,31.34,80.57,336,0.008,27.58,201.6,0.391,14.86,13.2,2,9
Wheat,37.33,77.99,450,0.174,32.82,150.6,0.625,20.53,9.1,2,2
Sorghum,35.11,83.47,383,0.03,31.87,65.6,0.987,16.28,10.2,2,3
Barley,18.7,77.34,223,0.251,14.65,160.5,0.226,14.19,3.3,1,118
Wheat,28.5,79.53,644,0.054,24.6,99.2,0.538,16.76,14.4,2,13
Rice,23.66,76.89,118,0.327,19.36,49.9,0.49,16.94,3.0,1,73
Wheat,17.88,77.35,471,0.196,13.86,144.4,0.481,12.79,7.1,1,50
Rice,41.19,81.77,478,0.009,37.43,284.1,0.653,18.33,22.9,2,3
Wheat,8.38,41.59,169,0.864,-3.91,19.1,0.111,9.14,0.3,0,507
Barley,11.3,57.65,129,0.849,3.25,42.9,0.059,10.52,2.9,0,592
Wheat,23.08,72.16,303,0.243,17.78,68.3,0.258,13.55,5.2,1,95
Barley,19.54,71.31,329,0.469,14.2,13.2,0.44,16.3,6.5,2,56
Wheat,18.5,74.78,441,0.182,13.94,66.2,0.372,13.27,6.7,1,57
Wheat,20.71,83.78,373,0.351,17.86,114.8,0.414,16.24,6.5,2,15
Barley,24.45,75.55,330,0.313,19.84,47.9,0.406,13.03,1.1,2,71
Rice,30.93,66.84,208,0.364,24.03,111.7,0.242,17.93,3.9,1,69
Maize,32.86,85.53,422,0.046,30.1,88.4,0.654,22.72,15.2,2,1
Maize,14.63,74.84,124,0.388,10.21,45.7,0.146,14.96,8.1,1,252
Maize,24.82,73.92,416,0.166,19.84,76.7,0.832,23.55,18.7,2,8
Wheat,11.44,55.17,45,0.728,2.76,15.0,0.138,14.85,2.1,0,559
Sorghum,17.43,50.82,108,0.994,7.13,17.8,0.145,9.03,0.8,0,515
Wheat,20.88,82.21,469,0.473,17.73,97.9,0.154,11.45,7.6,1,123
Barley,27.52,72.76,188,0.445,22.18,149.6,0.146,13.1,7.0,1,126
Rice,18.4,46.7,11,0.492,6.79,20.4,0.002,11.74,1.9,0,493
Rice,35.15,84.96,494,0.172,32.23,176.9,0.885,22.84,15.3,2,2
Barley,10.53,55.46,156,0.601,1.99,33.9,0.077,12.65,2.5,0,541
Maize,30.65,85.8,489,0.016,27.99,258.7,0.974,18.19,19.6,2,3
Maize,31.43,82.08,227,0.113,27.99,124.3,0.707,22.78,29.2,2,3
Rice,20.73,59.53,59,0.547,12.56,6.0,0.117,10.96,2.0,0,574
Maize,15.68,70.14,111,0.403,10.25,196.5,0.289,18.64,1.9,1,94
Rice,22.88,57.64,57,0.848,14.07,3.7,0.034,12.99,1.1,0,521
Maize,19.18,67.0,268,0.113,12.9,189.5,0.228,16.16,3.0,1,113
Maize,35.96,82.01,392,0.063,32.39,262.8,0.365,21.64,10.6,2,2
Maize,9.05,56.37,57,0.37,0.83,5.9,0.103,11.14,0.5,0,507
Rice,20.41,52.15,101,0.536,10.26,31.8,0.139,11.35,0.9,0,569
Barley,3.67,48.03,65,0.88,-6.31,36.7,0.144,8.21,1.7,0,528
Rice,18.81,43.03,51,0.307,5.97,10.7,0.105,11.77,2.4,0,562
Rice,32.41,75.99,176,0.471,27.62,184.1,0.485,15.68,6.4,1,54
Barley,29.69,82.54,341,0.06,26.39,186.0,0.437,13.06,17.7,2,11
Wheat,17.99,74.05,256,0.396,13.29,101.0,0.119,15.79,4.0,1,113
Maize,23.49,76.0,128,0.362,19.01,29.8,0.11,17.1,9.3,1,120
Rice,28.45,78.09,175,0.212,24.25,101.0,0.383,16.26,1.4,1,52
Wheat,18.83,72.36,368,0.372,13.75,24.0,0.363,11.94,9.3,1,107
Wheat,11.43,60.53,34,0.832,4.06,15.4,0.043,11.89,0.8,0,557
Wheat,8.7,62.8,138,0.908,2.01,33.5,0.08,9.84,0.2,0,551
Wheat,26.76,83.86,664,0.053,23.79,4.3,0.503,19.59,11.7,2,10
Sorghum,21.47,63.23,121,0.752,14.18,8.3,0.136,9.72,1.9,0,542
Sorghum,29.37,74.96,473,0.371,24.45,154.7,0.228,14.33,1.0,2,82
Barley,12.99,69.69,432,0.278,7.58,159.5,0.303,13.36,6.0,1,151
Barley,20.18,67.21,424,0.262,13.9,50.3,0.199,15.73,1.4,2,139
Sorghum,38.1,73.1,730,0.005,32.41,90.3,0.541,16.25,13.7,2,5
Sorghum,24.08,65.88,1,0.751,17.29,46.6,0.145,10.82,2.0,0,520
Maize,10.9,55.87,74,0.39,2.43,46.2,0.039,9.07,1.1,0,528
Rice,27.79,71.12,141,0.5,22.06,75.7,0.113,16.76,2.6,1,219
Rice,40.14,88.22,313,0.172,37.8,225.0,0.444,21.58,15.5,2,1
Barley,11.57,87.29,240,0.322,9.53,61.2,0.106,11.8,9.7,1,106
Sorghum,18.46,56.18,98,0.436,9.56,9.9,0.134,11.07,1.5,0,535
Rice,20.78,62.8,9,0.702,13.42,46.2,0.1,11.46,1.5,0,514
Barley,33.44,75.43,656,0.05,28.48,0.8,0.645,18.79,26.7,2,6
Barley,11.02,59.71,174,0.507,3.48,40.8,0.073,11.58,1.8,0,566
Sorghum,18.83,55.27,66,0.72,9.66,4.3,0.032,10.29,0.4,0,535
Rice,28.1,63.77,253,0.499,20.58,165.6,0.439,14.65,8.3,1,159
Maize,38.23,82.23,296,0.073,34.65,30.5,0.754,17.8,6.3,2,5
Barley,29.11,79.96,639,0.166,25.29,203.4,0.706,17.04,22.2,2,15
Sorghum,29.95,71.36,514,0.371,24.19,17.8,0.111,12.12,5.3,1,68
Maize,24.57,79.67,203,0.302,20.82,165.8,0.496,15.94,1.5,1,74
Sorghum,30.02,78.7,482,0.365,25.9,95.5,0.381,12.39,1.0,2,36
Maize,18.5,69.36,314,0.281,12.78,174.0,0.483,12.58,2.8,1,158
Rice,13.94,69.89,70,0.784,8.53,21.3,0.081,10.24,0.7,0,541
Sorghum,36.04,81.34,584,0.042,32.32,157.6,0.777,16.23,20.9,2,4
Maize,12.3,56.71,122,0.33,3.95,2.8,0.037,13.05,1.4,0,561
Wheat,23.64,66.73,313,0.462,17.08,38.4,0.275,16.72,5.1,2,110
Rice,20.69,43.69,66,0.464,7.89,6.9,0.11,12.43,2.8,0,601
Rice,28.7,68.07,152,0.369,22.21,166.9,0.332,15.09,6.6,1,184
Rice,40.34,83.7,488,0.089,37.03,14.9,0.678,17.74,24.2,2,4
Barley,18.73,75.09,445,0.484,14.22,88.2,0.208,15.17,6.1,2,96
Rice,39.28,91.67,354,0.095,37.66,256.7,0.675,24.38,19.0,2,1
Rice,38.58,85.02,358,0.076,35.6,106.2,0.724,22.02,9.9,2,1
Wheat,35.76,81.08,473,0.133,31.99,133.0,0.356,18.33,13.2,2,2
Barley,24.87,75.79,266,0.125,20.3,103.9,0.248,15.88,1.4,2,42
Wheat,19.92,63.59,414,0.428,12.8,10.8,0.26,13.68,0.7,1,248
Sorghum,23.07,58.98,54,0.726,14.61,2.3,0.118,13.15,2.5,0,493
Rice,27.44,66.76,171,0.47,20.7,176.9,0.451,14.5,7.7,1,256
Barley,14.23,73.12,192,0.436,9.48,43.4,0.394,14.21,6.2,1,130
Sorghum,22.04,58.48,176,0.468,13.51,31.7,0.042,9.12,1.1,0,527
Rice,31.85,65.33,104,0.393,24.52,141.2,0.335,15.28,1.6,1,125
Wheat,32.17,78.08,658,0.053,27.85,270.2,0.476,16.16,11.2,2,10
Maize,32.29,83.17,353,0.115,29.06,290.6,0.766,17.75,16.4,2,7
Wheat,8.0,70.83,10,0.323,3.03,49.4,0.107,8.68,2.9,0,392
Sorghum,19.92,54.52,35,0.93,10.47,39.5,0.01,9.1,0.6,0,566
Rice,27.19,48.52,59,0.479,15.38,34.6,0.106,11.39,0.4,0,515
Barley,17.58,68.02,274,0.363,11.61,154.3,0.403,12.01,5.1,1,206
Maize,19.16,77.06,158,0.169,15.04,145.5,0.392,17.98,9.3,1,65
Maize,15.51,57.48,91,0.722,7.15,8.5,0.095,9.05,2.0,0,513
Maize,15.58,69.39,274,0.332,10.0,150.5,0.176,11.76,0.0,1,444
Rice,20.11,44.46,62,0.832,7.62,13.1,0.055,9.97,2.2,0,508
Barley,20.92,69.58,370,0.352,15.14,13.9,0.34,14.48,9.6,1,89
Wheat,12.85,67.06,301,0.391,6.89,54.5,0.478,14.44,2.9,1,154
Sorghum,36.24,77.99,730,0.111,31.77,94.3,0.624,17.37,6.3,2,6
Sorghum,30.43,71.83,387,0.113,24.76,35.9,0.183,14.93,5.9,2,46
Maize,37.25,92.49,342,0.165,35.82,114.0,0.85,21.43,13.3,2,1
Rice,33.84,74.4,173,0.228,28.63,54.8,0.229,14.83,1.5,1,81
Rice,19.51,63.73,88,0.846,12.45,5.4,0.052,14.37,1.1,0,535
Rice,38.63,81.39,270,0.162,34.85,224.5,0.933,22.08,11.8,2,1
Maize,35.2,85.66,336,0.089,32.42,90.3,0.751,24.6,20.8,2,1
Rice,19.51,48.61,73,0.585,8.39,9.8,0.13,11.79,1.6,0,538
Maize,32.69,83.59,424,0.026,29.53,39.9,0.968,20.0,10.8,2,4
Sorghum,25.42,60.74,108,0.54,17.27,21.3,0.101,9.4,0.9,0,507
Sorghum,24.63,74.88,181,0.419,19.87,47.0,0.35,13.49,7.5,1,135
Maize,34.11,81.62,471,0.095,30.5,126.4,0.761,23.97,17.6,2,3
Maize,16.14,71.54,100,0.449,10.99,50.8,0.241,14.82,5.8,1,247
Sorghum,40.49,80.71,558,0.11,36.51,162.0,0.951,13.19,15.2,2,6
Rice,38.26,82.69,252,0.072,34.78,20.7,0.511,20.61,27.5,2,2
Sorghum,43.56,84.77,648,0.051,40.41,115.5,0.957,16.72,6.8,2,4
Sorghum,16.03,68.21,238,0.681,10.17,28.4,0.049,9.98,2.4,0,440
Maize,13.47,59.35,56,0.796,5.7,18.2,0.1,10.39,1.4,0,532
Wheat,21.55,72.87,368,0.138,16.47,79.3,0.139,15.08,6.0,1,88
Wheat,22.47,74.36,480,0.393,17.68,150.9,0.189,16.94,1.0,2,79
Barley,30.64,83.52,659,0.015,27.52,189.6,0.362,17.17,21.6,2,6
Barley,33.07,86.69,369,0.09,30.54,252.9,0.532,19.9,25.1,2,3
Sorghum,27.91,66.11,54,0.66,20.98,36.8,0.124,11.33,2.1,1,514
Maize,21.54,67.1,322,0.319,15.17,59.4,0.441,13.31,3.7,1,103
Maize,13.01,73.76,268,0.145,8.43,96.4,0.161,15.7,0.8,1,157
Barley,11.39,72.84,11,0.795,6.69,1.8,0.134,9.65,1.4,0,356
Barley,15.79,75.42,267,0.116,11.45,100.2,0.372,14.41,9.2,1,64
Sorghum,26.79,72.13,436,0.174,21.34,153.1,0.227,11.59,1.5,1,152
Sorghum,26.5,76.45,309,0.341,22.01,104.4,0.215,11.07,3.3,1,192
Wheat,16.21,43.39,70,0.6,3.74,20.2,0.116,11.27,2.0,0,546
Wheat,17.46,77.95,456,0.496,13.57,145.1,0.458,11.02,0.4,1,118
Barley,11.19,67.07,68,0.779,5.31,18.2,0.086,10.94,0.7,0,567
Barley,5.84,58.89,107,0.315,-1.58,32.3,0.129,11.96,2.4,0,510
